Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
10,4,12.5,15,97,1,29,53,5,1.36,95797.44
2,4,12.5,8,97,1,29,53,5,0.91,103896.0
10,3,15.6,15,74,9,16,72,5,2.3,53918.8272
16,4,13.3,7,97,5,29,53,5,1.05,149130.72
2,1,15.6,8,102,9,5,75,5,1.99,71928.0
0,3,15.6,0,1,9,10,34,5,2.2,30849.12
2,1,17.3,13,92,3,18,90,5,4.33,67612.32
10,4,12.5,9,68,9,9,47,5,1.3,58554.72
10,3,15.6,8,106,9,16,61,5,2.17,47893.392
7,3,14.0,8,99,9,12,53,5,1.48,93186.72
10,3,13.3,15,59,9,16,53,5,1.4,50562.72
10,3,15.6,15,74,9,16,53,5,2.3,48538.08
2,2,11.6,0,37,6,35,43,6,1.2,18115.2
7,3,15.6,0,74,9,16,6,5,1.91,32979.7872
10,0,13.9,13,83,9,16,61,5,1.4,85194.72
10,3,14.0,0,37,6,26,43,5,2.1,15930.72
10,2,11.6,0,36,6,8,41,1,1.25,14119.2
10,3,13.3,8,74,9,16,53,5,1.44,50562.72
2,3,15.6,8,97,9,18,53,5,2.0,65214.72
0,3,15.6,15,83,6,10,98,5,2.2,32660.64
7,4,13.3,15,97,9,29,53,5,1.34,70489.44
10,1,15.6,15,102,9,18,79,4,2.4,61218.72
4,4,13.3,13,74,9,4,53,5,1.29,47898.72
0,3,15.6,8,97,6,26,72,5,2.2,34045.92
4,3,15.6,8,74,9,10,53,5,2.18,44542.08
4,3,15.6,8,106,1,20,7,5,2.2,64961.1072
18,3,15.6,15,106,1,16,98,4,1.95,74589.336
2,2,11.6,0,37,4,23,43,5,1.1,13053.6
7,3,15.6,36,83,6,10,61,5,2.04,27783.9216
2,1,15.6,8,102,3,29,96,5,2.24,158135.04
7,3,15.6,8,74,9,16,69,5,2.04,47365.92
2,1,17.3,8,102,1,18,94,5,3.0,80133.12
10,1,15.6,15,102,9,18,79,5,3.2,74538.72
7,4,13.3,15,97,9,16,53,5,1.32,74538.72
4,3,14.0,8,78,9,16,53,5,1.64,68184.0144
7,3,15.6,0,56,6,4,47,5,1.63,36709.92
4,3,17.3,15,83,9,5,7,2,2.8,47365.92
10,3,24.0,8,68,9,16,47,7,2.02,71395.2
10,3,15.6,8,97,6,10,66,5,2.2,42570.72
10,3,15.6,0,56,9,22,67,4,2.2,24455.52
4,3,15.6,8,74,6,26,24,5,2.3,31168.8
4,3,15.6,8,79,9,16,53,5,1.9,73366.56
4,1,17.3,15,102,1,5,80,5,4.42,160520.3856
16,3,15.6,15,74,9,26,53,5,2.0,45820.8
2,3,15.6,12,97,9,18,89,5,2.0,69210.72
12,3,13.3,15,41,6,25,43,5,1.2,19660.32
2,1,15.6,15,77,9,5,79,5,2.3,87858.72
4,3,15.6,8,99,9,16,69,5,1.93,72940.32
4,3,15.6,8,83,9,16,7,5,2.2,42486.0048
7,3,15.6,8,112,6,16,42,5,1.86,21258.1872
7,1,17.3,8,102,0,10,79,5,2.62,95850.72
10,3,14.0,15,97,9,16,72,5,1.87,45767.52
4,4,13.3,31,106,9,16,61,5,1.2,74538.72
4,3,14.0,8,56,6,4,47,5,1.6,39207.1536
7,4,13.3,21,97,9,16,53,5,1.34,61005.6
0,1,15.6,8,77,9,10,75,2,2.4,42517.44
2,3,15.6,0,17,6,26,13,5,2.0,18594.72
7,3,15.6,8,59,6,4,53,5,2.1,37589.04
10,3,14.0,8,74,6,26,53,5,1.87,41824.8
10,3,15.6,8,68,6,10,47,4,2.15,24634.008
7,3,15.6,8,56,6,26,47,5,1.86,21152.16
10,3,15.6,15,97,9,29,53,5,1.99,92121.12
10,3,15.6,8,56,6,4,47,5,2.2,26586.72
4,3,15.6,8,74,9,16,53,5,1.9,59513.2272
4,1,17.3,15,102,1,18,80,5,4.42,143802.72
7,3,17.3,2,56,9,10,47,5,2.65,28992.312
7,3,17.3,8,97,9,10,69,5,2.63,68198.4
2,3,15.6,0,37,6,26,43,2,2.0,11934.72
12,3,13.3,15,30,6,23,40,5,1.35,13586.4
10,3,17.3,2,97,8,5,72,5,2.8,50562.72
7,3,15.6,15,2,8,4,7,5,1.91,30310.992
4,3,15.6,0,56,6,10,22,5,2.18,32921.712
0,0,11.6,13,38,6,23,43,5,1.25,18594.72
10,3,15.6,8,60,6,4,53,5,2.05,33566.4
7,4,13.3,19,47,1,29,46,5,1.16,104695.2
10,3,17.3,15,102,9,16,109,5,3.4,159786.72
2,3,15.6,8,77,9,5,75,5,2.5,44701.92
4,4,13.3,11,83,9,4,61,5,1.21,85194.72
4,3,15.6,0,78,6,26,53,5,1.93,51095.52
10,3,15.6,8,113,6,26,44,5,2.2,18328.32
10,3,14.0,0,74,6,26,53,5,2.02,52747.2
7,5,17.3,2,79,9,26,101,5,3.14,99153.5472
7,3,14.0,0,112,9,22,42,5,1.94,20725.92
7,3,15.6,15,15,8,16,7,5,1.95,34578.72
10,3,15.6,8,74,9,16,53,5,2.3,44222.4
10,3,15.6,8,83,6,26,53,5,2.05,36496.8
12,3,14.0,8,30,6,25,40,5,1.4,13266.72
16,4,14.0,7,97,1,29,53,5,1.24,99367.2
10,1,17.3,15,93,5,18,80,5,4.6,141884.64
11,1,17.3,8,103,1,31,80,5,4.14,145401.12
4,3,15.6,8,97,9,16,24,2,2.2,39907.2528
12,3,14.0,15,41,6,25,43,5,1.45,20725.92
4,3,15.6,0,78,9,26,53,5,1.9,53733.9456
7,3,13.3,8,59,6,4,53,5,1.49,38308.32
4,3,15.6,8,99,1,16,69,5,1.93,81912.1392
4,2,11.6,0,36,6,7,41,1,1.26,15717.6
11,1,17.3,8,93,1,5,93,5,4.5,125154.72
7,1,17.3,15,102,1,18,75,5,3.78,79813.44
10,4,14.0,15,91,0,16,47,5,8.4,89137.44
10,3,15.6,36,106,0,10,53,5,2.2,32447.52
2,1,17.3,15,77,9,5,79,5,2.73,94305.6
2,0,15.6,36,74,9,10,47,5,2.2,39373.92
10,3,15.6,8,5,0,29,7,5,2.2,50562.72
4,0,31.6,36,48,6,4,52,5,1.39,32127.84
15,3,15.6,8,102,1,5,75,5,2.5,90522.72
10,3,17.3,8,56,6,26,47,4,2.8,28185.12
10,3,15.6,0,58,9,10,47,5,2.29,24455.52
10,0,13.3,13,97,9,29,53,5,1.37,107892.0
10,3,14.0,15,77,9,16,55,5,1.7,78534.72
4,0,12.5,7,74,9,16,53,5,1.34,88977.6
4,5,15.6,7,102,9,16,108,5,2.06,93932.64
7,3,15.6,8,97,9,16,53,5,1.84,64948.32
7,3,15.6,0,59,6,26,53,5,2.1,35616.6144
0,3,14.0,8,41,6,23,43,5,1.6,17529.12
11,1,17.3,8,93,1,5,91,5,4.14,117162.72
4,3,15.6,0,56,6,10,22,2,2.18,24775.2
11,1,15.6,6,102,1,20,79,5,1.8,122490.72
16,3,15.6,15,89,9,16,47,5,2.2,74538.72
10,3,15.6,8,74,8,10,53,5,2.4,30049.92
10,0,15.6,13,102,9,16,55,5,2.0,69210.72
0,3,14.0,0,112,6,2,42,5,1.6,18594.72
10,3,15.6,12,116,5,12,104,5,2.5,261018.72
4,1,15.6,8,92,1,10,88,5,2.59,46833.6528
4,3,15.6,0,54,6,10,47,2,2.18,23650.992
4,3,15.6,0,54,6,10,47,2,2.25,19127.52
4,3,15.6,0,78,6,26,53,2,1.93,46300.32
2,1,17.3,8,102,9,5,75,5,3.0,62231.04
7,4,15.6,8,97,9,29,53,5,1.84,74005.92
11,1,15.6,8,102,1,18,80,5,2.94,120831.5808
0,0,11.6,27,40,6,23,41,1,1.25,20193.12
7,3,14.0,0,78,9,16,53,5,2.31,59886.72
10,3,14.0,8,68,9,16,47,7,1.65,78055.2
4,3,15.6,8,83,6,10,7,5,2.2,41345.28
5,3,15.6,0,74,9,16,53,5,2.2,42570.72
7,3,15.6,0,68,6,26,47,7,1.88,49656.96
12,3,14.0,8,30,4,23,40,5,1.4,12733.92
10,3,15.6,8,74,6,4,53,4,2.2,24935.04
2,0,13.3,7,74,8,10,53,5,1.5,34046.4528
2,4,14.0,8,97,1,29,53,5,11.1,101232.0
4,1,15.6,8,102,1,18,76,5,2.62,78801.12
10,3,15.6,8,83,6,16,61,5,1.8,44169.12
10,3,15.6,8,56,6,10,67,5,2.2,30849.12
2,3,15.6,0,37,9,10,43,5,2.0,21258.72
2,3,15.6,8,77,9,10,75,5,1.99,48304.7136
4,4,13.3,31,83,9,16,61,5,1.23,99580.32
10,3,14.0,0,36,4,23,41,5,1.42,13266.72
10,0,13.3,13,97,9,16,53,5,1.37,93635.3376
4,3,15.6,5,102,1,12,75,5,2.06,127818.72
10,1,15.6,15,102,9,5,77,5,2.5,59087.52
7,3,17.0,2,14,9,10,17,5,2.6,27753.552
10,4,14.0,15,97,1,29,53,5,1.14,130536.0
2,1,15.6,15,102,9,10,76,4,2.5,62284.32
0,3,15.6,0,56,6,26,47,5,2.4,23976.0
10,3,14.0,0,36,6,23,40,5,1.43,14598.72
0,4,14.0,15,74,9,16,39,5,1.8,48964.32
14,1,14.0,8,102,1,16,79,5,1.95,138474.72
16,3,13.3,8,68,9,16,47,5,1.2,64628.64
10,4,12.5,15,97,9,16,53,5,1.36,84395.52
2,1,17.3,15,93,5,29,82,5,3.8,149130.72
0,1,15.6,8,77,9,10,75,2,2.4,37775.52
4,4,13.3,8,83,9,16,61,5,1.2,77250.672
11,1,15.6,8,102,9,5,76,5,2.2,63499.104
7,3,15.6,0,56,6,26,47,4,1.86,19441.872
16,3,15.6,15,74,9,26,53,5,2.0,56689.92
4,3,15.6,8,106,9,16,7,5,6.2,48964.32
4,3,15.6,8,106,1,20,7,5,2.2,60472.8
10,1,15.6,15,92,9,5,87,5,3.31,63722.88
4,1,17.3,12,102,5,31,80,5,4.42,167691.8736
4,3,14.0,8,71,9,16,47,5,1.56,65481.12
10,3,15.6,0,37,6,26,43,5,2.2,22324.32
10,3,15.6,8,68,6,26,47,5,2.2,28504.8
7,3,15.6,3,56,8,10,24,5,2.04,28717.92
11,1,17.3,8,102,9,5,79,5,2.7,79215.1056
16,3,15.6,0,57,6,4,47,5,2.1,26533.44
7,3,15.6,8,97,9,10,7,5,2.1,39693.6
16,3,15.6,15,74,9,16,53,5,2.0,67026.24
0,3,15.6,0,56,6,4,47,2,2.1,21951.36
13,4,13.5,37,99,9,16,58,6,1.252,99519.048
10,3,15.6,8,74,9,5,24,5,1.9,43580.376
10,0,13.3,13,74,9,16,53,5,1.3,55091.52
10,3,35.6,0,21,6,4,13,5,2.2,18594.72
7,0,14.0,13,59,6,4,72,5,1.63,37242.72
11,1,15.6,8,102,1,18,75,5,2.4,68944.32
2,4,14.0,8,74,9,16,53,5,1.1,60472.8
7,0,11.6,36,37,9,35,43,1,1.4,26373.6
9,4,15.6,15,106,9,29,53,5,1.09,122490.72
0,1,15.6,8,77,1,16,76,5,2.5,69210.72
11,1,15.6,8,77,9,16,75,5,2.2,53168.112
2,3,15.6,0,37,6,4,43,5,1.86,22324.32
4,1,15.6,8,77,1,5,79,5,3.21,109277.28
7,3,17.3,15,56,6,16,19,5,2.5,37242.72
10,0,13.3,13,106,9,29,61,5,1.19,79866.72
4,1,15.6,8,103,1,18,80,5,3.49,149916.6
7,3,15.6,0,74,6,26,6,5,1.86,32639.8608
4,3,15.6,0,56,6,10,24,5,2.2,29073.2976
7,3,17.3,15,0,8,22,29,5,2.65,30316.32
10,3,15.6,0,33,6,26,45,5,2.1,16943.04
0,3,14.0,0,33,6,23,45,1,1.45,19980.0
10,3,14.0,8,74,6,16,53,5,1.7,37242.72
7,5,17.3,8,102,9,26,101,5,3.14,101657.7072
10,0,14.0,39,97,9,16,53,5,1.42,137995.2
16,3,13.3,15,74,9,16,53,5,1.5,51841.44
0,2,11.6,0,34,6,23,40,5,1.4,14332.32
10,0,14.0,7,97,1,29,53,5,1.38,93186.72
2,0,12.5,7,49,6,35,46,1,1.2,35644.32
16,4,13.3,7,89,1,29,47,5,1.36,100006.56
4,1,15.6,8,77,9,10,75,5,2.56,43636.32
10,3,15.6,8,13,6,16,7,5,2.2,21258.72
10,3,15.6,0,5,9,10,25,5,2.2,22857.12
10,3,15.6,8,74,6,11,53,5,2.1,33110.856
10,3,15.6,0,56,6,26,47,4,1.9,23976.0
4,3,15.6,8,74,9,16,53,5,2.18,42357.6
0,0,13.3,13,83,2,16,61,5,1.6,53226.72
10,5,15.6,8,89,1,29,107,7,2.18,98834.4
10,3,14.0,8,70,9,16,47,5,1.8,63456.48
7,3,17.3,15,1,8,22,7,5,2.71,34898.9328
10,1,15.6,15,102,9,5,76,5,2.5,66546.72
4,3,14.0,8,79,9,16,69,2,1.64,58021.92
4,3,15.6,8,74,9,10,53,2,1.98,38681.28
2,3,14.0,8,37,6,23,43,5,1.5,15877.44
4,3,15.6,8,78,1,29,53,5,1.93,76012.4448
10,3,14.0,15,74,9,16,66,5,1.87,45664.6896
4,3,15.6,8,78,9,16,53,5,1.9,62817.12
10,3,15.6,0,7,6,26,15,5,2.19,15877.44
12,3,14.0,16,28,6,24,41,5,1.4,14119.2
7,3,17.3,8,97,9,16,69,5,2.63,63936.0
10,4,14.0,20,89,7,29,47,5,1.17,89864.1792
7,0,13.3,27,74,9,16,53,5,1.58,44574.048
10,4,14.0,15,74,9,16,53,5,1.32,79866.72
4,1,17.3,6,102,5,13,80,5,4.36,194972.832
11,1,17.3,8,102,9,5,76,5,2.7,71847.0144
10,3,15.6,0,74,6,10,53,4,1.9,26101.872
4,0,13.3,7,59,6,10,53,5,1.71,34578.72
4,3,15.6,0,74,9,10,30,2,2.32,31409.6256
7,3,15.6,8,14,6,10,6,5,2.1,26053.92
0,1,17.3,15,92,1,5,79,5,4.2,103096.8
4,3,15.6,0,74,0,10,53,5,2.25,34578.72
7,3,15.6,8,15,8,5,6,5,2.1,34632.0
0,3,15.6,0,74,6,26,53,5,2.4,29783.52
10,3,13.3,15,74,9,16,53,5,1.44,51148.8
10,3,15.6,8,97,6,10,53,5,1.85,41505.12
7,5,15.6,8,102,1,16,103,5,2.6,128884.32
4,0,13.3,7,83,9,10,61,5,1.55,35111.52
11,1,15.6,8,102,1,18,79,5,1.8,111593.8944
0,3,15.6,0,56,6,26,47,5,2.4,21887.424
4,3,15.6,8,97,9,5,72,5,2.0,64308.96
4,3,15.6,0,56,9,16,47,5,2.0,35431.2
16,3,14.0,13,74,9,16,53,5,1.25,81784.8
10,0,14.0,7,74,9,16,53,5,1.7,53226.72
10,5,15.6,12,99,1,12,107,5,2.5,175770.72
0,3,14.0,0,36,4,23,41,1,1.68,17582.4
15,4,13.3,8,97,1,16,53,5,0.81,87858.72
4,3,14.0,0,74,9,16,53,5,1.6,60031.1088
7,5,17.3,15,115,1,16,102,7,3.0,233845.92
10,2,11.6,36,36,6,4,41,5,1.4,25308.0
7,3,15.6,8,71,9,16,47,5,1.84,101232.0
2,3,15.6,0,70,6,10,86,4,2.45,30849.12
2,3,15.6,0,97,6,16,53,5,2.37,45282.672
10,0,13.3,19,69,9,16,50,5,1.3,63882.72
7,3,15.6,15,77,9,5,75,5,2.2,58554.72
7,5,15.6,8,92,9,16,100,7,2.59,83170.08
4,1,15.6,12,102,1,18,80,5,4.42,152859.7872
0,3,15.6,0,74,6,16,53,5,2.1,31914.72
10,1,15.6,15,102,9,5,75,5,2.5,55837.44
4,4,12.5,8,99,1,16,53,5,1.18,99047.52
6,4,12.3,38,82,9,16,52,1,1.1,83063.52
2,4,13.3,21,74,9,16,53,5,1.2,60153.12
4,3,13.3,0,56,6,26,47,5,1.65,45234.72
0,3,13.3,0,68,6,4,47,5,1.6,34898.4
2,3,17.3,0,113,6,10,66,5,2.8,25059.7152
4,1,15.6,26,92,1,5,89,5,2.72,58554.72
15,4,13.3,7,97,9,16,53,5,1.31,85194.72
0,3,15.6,0,113,6,10,44,2,2.1,15877.44
4,3,15.6,8,97,1,39,30,5,2.3,62938.0656
15,0,15.0,7,97,1,16,8,5,1.71,95850.72
16,3,14.0,9,68,6,4,47,5,1.75,54345.6
4,1,15.6,8,102,9,10,75,5,2.62,58554.72
2,0,15.6,7,97,0,22,72,5,2.3,44701.92
10,3,15.6,6,94,1,29,102,7,2.5,126273.6
0,3,14.0,15,59,6,4,53,5,1.8,33886.08
14,1,14.0,8,102,1,29,79,5,1.95,154458.72
2,3,15.6,3,110,9,4,44,5,2.0,31003.632
4,1,17.3,15,102,5,13,81,5,4.42,191211.264
2,1,17.3,15,92,1,18,80,5,4.3,125208.0
16,4,14.0,15,91,1,29,68,5,1.47,93985.92
10,3,15.6,0,42,9,10,42,4,2.2,17529.12
10,4,14.0,8,97,1,29,53,5,1.7,122490.72
11,1,14.0,15,102,1,18,79,5,1.6,100752.48
11,1,15.6,8,77,9,5,75,5,2.2,58021.92
10,1,15.6,15,102,6,10,75,5,2.4,53226.72
0,1,17.3,15,102,1,18,79,5,4.2,122490.72
4,1,15.6,8,77,9,16,75,5,2.62,52480.8
2,1,15.6,8,102,9,5,95,5,2.24,71341.92
17,3,14.0,3,37,6,23,43,5,1.22,10810.512
10,0,13.3,13,97,9,29,53,5,1.37,104961.6
10,0,15.6,7,74,9,16,31,5,2.08,51095.52
1,4,12.0,22,44,9,28,49,3,0.92,62071.2
10,0,14.0,30,74,9,16,53,5,1.42,124142.4
2,3,14.0,0,37,6,23,43,5,1.63,15930.72
4,3,15.6,0,74,9,4,53,5,1.95,43156.8
10,0,13.9,13,97,9,16,53,5,1.38,71874.72
4,3,15.6,8,56,9,16,23,5,2.0,39373.92
7,5,15.6,8,102,9,16,103,5,3.14,110017.872
2,3,15.6,8,74,9,16,53,5,2.37,58554.72
4,4,13.3,8,74,9,16,53,5,1.29,79866.72
4,3,15.6,5,77,9,16,75,5,2.06,93186.72
4,2,11.6,0,113,6,4,44,5,1.63,39640.32
7,2,12.5,0,78,9,16,53,5,1.26,74005.92
16,3,15.6,0,68,6,26,47,5,2.1,41558.4
7,3,15.6,0,3,9,22,26,5,2.04,33513.12
4,1,15.6,6,102,1,29,76,5,2.62,89457.12
10,3,15.6,8,74,6,10,65,5,2.4,32447.52
7,1,17.3,15,102,0,10,37,5,3.74,93186.72
11,1,17.3,8,102,1,31,80,5,2.9,128671.2
15,4,13.3,8,74,9,16,53,5,0.81,79866.72
4,3,15.6,8,97,9,10,74,5,1.98,51202.08
4,3,15.6,8,74,9,16,22,5,2.18,42081.0768
10,4,14.0,8,97,9,16,53,5,1.32,99047.52
14,4,12.5,11,96,1,29,53,5,1.29,95850.72
7,2,11.6,0,36,6,7,41,1,1.23,20512.8
4,1,17.3,15,102,1,5,79,5,4.36,133467.4656
4,3,14.0,0,68,6,26,47,5,1.76,40226.4
10,3,15.6,0,56,6,26,47,5,2.1,26101.872
16,4,14.0,0,74,6,4,53,5,1.25,58075.2
10,4,14.0,15,97,9,29,53,5,1.13,133146.72
11,1,15.6,8,77,9,16,75,5,2.4,63882.72
10,4,14.0,15,74,9,15,53,5,1.13,99900.0
16,3,14.0,0,108,6,4,45,5,1.75,26586.72
2,0,13.3,34,74,9,16,53,5,1.1,72354.24
4,3,14.0,0,56,6,26,47,5,1.76,31168.8
0,2,11.6,9,36,6,23,41,1,1.35,18914.4
0,3,14.0,15,59,9,4,53,5,1.5,32980.32
14,1,17.3,5,103,5,29,82,5,3.49,292986.72
10,4,14.0,20,91,1,29,47,5,1.1,111834.72
2,3,15.6,8,74,6,10,64,2,2.1,27652.32
10,3,14.0,8,68,9,16,47,5,1.7,63190.08
10,3,14.0,15,78,9,16,53,5,1.32,87912.0
4,1,15.6,8,102,1,18,80,5,3.21,147832.2864
2,1,17.3,8,102,1,18,80,5,2.9,128884.32
16,3,15.6,0,59,6,26,53,5,2.0,35644.32
10,3,14.0,0,40,6,7,41,1,1.5,17316.0
2,3,15.6,8,74,9,3,53,5,2.3,31435.2
2,1,17.3,8,92,1,31,79,5,2.73,95850.72
4,1,17.3,15,102,5,31,80,5,4.42,163723.5792
7,3,17.3,2,74,9,10,69,5,2.63,48484.8
4,3,15.6,0,74,9,4,53,5,2.18,38041.3872
7,4,14.0,8,89,9,29,47,7,1.54,99633.6
4,3,15.6,8,97,6,16,22,5,2.18,39373.92
7,0,11.6,36,37,6,23,43,1,1.4,32767.2
2,4,13.3,15,68,9,29,71,5,1.45,54665.28
7,0,13.3,7,74,9,16,53,5,1.28,121318.56
7,4,14.0,8,89,9,29,47,5,1.54,78215.04
7,3,15.6,0,36,6,4,41,4,1.86,15930.72
2,1,15.6,8,102,1,5,79,5,2.1,101178.72
4,3,17.3,8,97,9,10,30,2,2.83,46087.2
10,4,14.0,15,102,9,16,74,5,1.96,101391.84
2,3,15.6,15,97,9,16,83,5,2.3,41931.36
4,3,15.6,8,74,9,4,53,5,1.9,50349.6
2,3,15.6,0,113,6,10,44,5,2.0,23922.72
7,0,13.3,7,99,9,16,53,5,1.28,136343.52
4,3,13.3,7,68,9,10,47,5,1.62,34578.72
10,3,15.6,8,54,6,10,47,4,2.2,24988.32
10,3,15.6,15,74,9,10,53,5,2.3,45323.1648
7,3,15.6,8,78,9,16,32,5,1.84,71874.72
16,3,13.3,8,74,6,4,53,5,1.05,68464.8
10,1,15.6,15,77,9,10,75,4,2.5,54185.76
4,4,13.3,31,100,1,29,58,5,1.29,119347.2
7,3,15.6,8,68,6,26,47,5,2.07,48484.8
16,4,13.3,0,68,9,16,47,5,1.2,58341.6
10,0,13.3,13,97,9,16,53,5,1.37,103896.0
0,3,14.0,15,74,9,16,53,5,1.56,48058.56
4,5,15.6,8,102,9,10,108,5,2.23,94731.84
10,3,15.6,0,74,6,26,53,5,2.38,56210.4
10,3,15.6,8,56,6,10,24,4,2.2,25521.12
16,3,15.6,15,97,9,16,53,5,2.0,73952.64
10,3,13.3,15,59,6,9,53,5,1.44,39160.8
15,4,15.0,8,97,1,16,72,5,1.23,98514.72
4,4,12.5,8,99,9,16,53,5,1.6,90043.2
2,3,15.6,0,113,6,10,44,2,2.0,21258.1872
18,4,13.3,15,68,9,16,72,5,1.28,49816.8
4,3,15.6,8,74,6,5,72,5,2.18,48618.0
7,3,15.6,8,74,6,16,53,5,2.04,44701.92
7,0,13.3,7,74,6,16,53,5,1.28,90576.0
7,0,15.6,36,74,6,26,53,5,2.3,36486.144
2,3,14.1,0,37,6,23,43,5,1.65,18541.44
10,3,15.6,15,89,9,10,72,5,2.2,35644.32
4,3,15.6,0,112,6,26,40,5,2.2,19660.32
7,0,13.3,7,74,6,16,53,5,1.28,95850.72
4,3,15.6,0,54,6,10,23,2,2.18,24279.696
2,1,17.3,8,77,0,5,75,5,2.2,72988.272
0,2,11.6,9,36,6,23,41,1,1.25,15824.16
10,3,17.3,2,6,6,26,14,5,2.8,20193.12
7,3,14.0,8,74,6,4,53,5,1.95,67399.2
7,0,13.3,31,97,1,16,53,5,1.42,74538.72
15,4,15.0,8,97,9,16,53,5,1.17,90522.72
10,4,14.0,15,74,9,16,53,5,1.32,95850.72
11,1,17.3,12,92,1,33,79,5,2.43,141138.72
16,3,13.3,8,74,9,16,53,5,1.05,78588.0
4,1,15.6,8,102,9,10,78,2,2.62,49497.12
7,3,15.6,8,97,9,10,69,5,2.04,47952.0
4,3,15.6,0,54,6,10,23,5,2.18,32713.92
4,3,15.6,8,78,9,26,53,5,1.9,49816.8
4,0,13.3,31,105,9,29,52,5,1.24,107257.968
2,1,17.3,15,93,5,19,93,5,3.58,68145.12
4,0,13.3,7,105,1,16,52,5,1.22,87858.72
10,4,14.0,15,97,9,15,53,5,1.13,109170.72
10,3,15.6,15,74,9,29,53,5,1.95,104588.1072
9,4,15.6,13,97,1,29,53,5,1.08,111834.72
7,2,12.5,8,97,9,29,53,5,1.26,79014.24
0,3,15.6,15,32,6,7,40,1,2.2,19127.52
10,3,15.6,15,70,9,5,89,5,2.6,42037.92
9,4,14.0,13,97,9,29,53,5,0.98,101178.72
4,3,14.0,8,79,9,16,53,5,1.6,64202.4
7,4,12.5,5,47,9,14,46,5,1.09,165168.0
10,3,15.6,8,97,8,16,72,5,2.2,42037.92
7,3,15.6,8,97,9,16,69,5,2.04,54291.7872
0,3,15.6,8,59,6,10,53,5,2.4,26586.72
10,3,13.3,8,74,6,4,53,5,1.44,46939.68
7,3,13.3,8,74,9,16,53,5,1.49,51148.8
11,1,17.3,8,102,1,18,76,5,2.7,85194.72
4,1,15.6,8,102,1,5,76,5,2.6,71874.72
11,1,15.6,8,77,9,5,75,5,2.2,59668.8048
4,3,15.6,0,74,6,10,22,5,2.18,36496.2672
7,4,15.6,8,89,9,16,28,5,1.84,69103.6272
10,0,13.3,13,74,9,29,53,5,1.37,97236.0
4,3,15.6,0,68,6,26,47,5,1.95,38889.072
10,4,12.5,15,97,9,16,53,5,1.36,87912.0
7,3,15.6,8,68,9,16,47,5,2.31,62071.2
4,3,15.6,0,74,6,10,53,5,2.18,37725.4368
7,3,14.0,0,68,6,26,47,5,1.95,61218.72
10,3,15.6,0,113,6,10,44,5,2.2,16463.52
7,4,12.5,8,68,6,26,47,5,1.26,84129.12
7,3,15.6,0,36,6,10,41,4,1.86,15392.592
10,0,13.3,19,90,1,12,56,5,1.3,95850.72
16,3,14.0,15,68,6,4,47,5,1.47,58874.4
7,2,12.5,8,68,9,16,47,5,1.26,88924.32
4,3,15.6,0,54,6,10,47,5,2.18,29762.208
11,1,15.6,8,102,9,5,75,5,2.2,63882.72
4,1,17.3,4,93,1,31,82,5,4.36,146946.24
7,1,17.3,15,70,9,5,90,5,2.75,74538.72
2,3,17.3,2,112,6,10,66,5,2.8,28238.4
0,3,15.6,0,74,6,26,53,5,2.23,32980.32
16,3,15.6,0,68,9,16,47,5,2.2,59620.32
10,0,11.3,13,53,9,16,46,5,1.1,69210.72
10,1,15.6,15,23,1,31,33,5,2.5,53226.72
4,4,12.5,7,74,9,16,40,5,1.36,78438.816
10,3,15.6,8,97,9,10,66,4,2.2,36496.8
4,3,17.3,2,54,6,10,30,5,2.36,35111.52
0,3,14.0,0,36,6,23,41,1,1.68,18594.72
7,5,15.6,15,94,9,38,100,5,2.0,119826.72
4,4,14.0,8,99,9,16,53,5,1.36,94572.0
16,3,13.3,8,68,9,16,47,7,1.2,77788.8
2,0,12.5,8,50,9,35,46,1,1.2,61751.52
10,4,14.0,15,91,9,16,47,5,1.7,79333.3872
4,1,17.3,12,102,1,31,80,5,4.36,168045.12
4,0,13.3,7,81,9,16,52,5,1.24,101178.72
7,0,11.6,36,113,6,16,44,5,1.45,41292.0
4,4,13.3,32,89,9,16,47,5,1.3,67559.04
0,0,11.6,27,36,6,23,41,1,1.25,20725.92
16,3,13.3,8,71,9,16,47,5,1.2,81784.8
10,4,12.5,15,78,9,16,53,5,1.36,93772.8
0,3,15.6,8,74,0,5,86,5,2.4,53759.52
16,4,12.5,7,97,9,29,53,5,1.1,95371.2
7,3,15.6,0,73,9,10,69,5,2.04,45101.52
4,3,15.6,0,54,6,10,24,2,2.25,24808.2336
4,3,15.6,0,74,6,26,53,5,1.9,43956.0
7,3,15.6,8,59,6,26,53,5,2.04,36496.8
4,1,17.3,15,102,5,18,80,5,4.42,167778.72
10,3,15.6,8,74,8,16,66,5,2.4,37029.6
4,0,13.3,31,105,1,29,52,5,1.22,101178.72
4,4,14.0,39,91,9,16,47,5,1.5,104587.5744
4,1,17.3,8,92,5,18,80,5,4.42,149184.0
16,3,14.0,8,68,9,16,47,5,1.95,62870.4
2,1,17.3,8,102,1,18,79,5,2.73,109218.672
7,3,15.6,15,75,9,5,69,5,2.04,52161.12
10,3,14.0,0,68,6,27,47,7,1.7,53386.56
2,0,15.6,5,97,1,33,86,5,2.3,95850.72
2,1,17.3,8,102,1,18,76,5,2.99,93186.72
4,0,15.6,13,97,0,29,53,5,2.19,69210.72
